id,city_id,name,marker,coordinates,cable_id
chikura-japan,5885,"Chikura, Japan",measle_white,"<Point><coordinates>139.954603,34.976653</coordinates></Point>",1049
pusan-korea-rep-,4183,"Pusan, Korea, Rep.",measle_white,"<Point><coordinates>128.999335,35.170110,0</coordinates></Point>",1786
pusan-korea-rep-,4183,"Pusan, Korea, Rep.",measle_white,"<Point><coordinates>128.999335,35.170110,0</coordinates></Point>",1617
pusan-korea-rep-,4183,"Pusan, Korea, Rep.",measle_white,"<Point><coordinates>128.999335,35.170110,0</coordinates></Point>",1049
wall-township-new-jersey-united-states,3822,"Wall Township, New Jersey, United States",measle_white,"<Point><coordinates>-74.062873,40.152920,0</coordinates></Point>",1149
rio-de-janeiro-brazil,3242,"Rio de Janeiro, Brazil",measle_white,"<Point><coordinates>-43.209568,-22.903397</coordinates></Point>",1076
shantou-china,5803,"Shantou, China",measle_white,"<Point><coordinates>116.675512,23.354588</coordinates></Point>",1049
kuantan-malaysia,5903,"Kuantan, Malaysia",measle_white,"<Point><coordinates>103.322589,3.815145</coordinates></Point>",1617
kuantan-malaysia,5903,"Kuantan, Malaysia",measle_white,"<Point><coordinates>103.322589,3.815145</coordinates></Point>",1049
kitaibaraki-japan,5703,"Kitaibaraki, Japan",measle_white,"<Point><coordinates>140.750891,36.801750,0</coordinates></Point>",1049
chennai-india,4191,"Chennai, India",measle_white,"<Point><coordinates>80.243108,13.063480,0</coordinates></Point>",1735
chennai-india,4191,"Chennai, India",measle_white,"<Point><coordinates>80.243108,13.063480,0</coordinates></Point>",1179
catania-italy,3214,"Catania, Italy",measle_white,"<Point><coordinates>15.067455,37.511613</coordinates></Point>",1559
catania-italy,3214,"Catania, Italy",measle_white,"<Point><coordinates>15.067455,37.511613</coordinates></Point>",1185
tel-aviv-israel,3213,"Tel Aviv, Israel",measle_white,"<Point><coordinates>34.769692,32.044623</coordinates></Point>",1185
haifa-israel,3905,"Haifa, Israel",measle_white,"<Point><coordinates>34.998793,32.811420,0</coordinates></Point>",1713
haifa-israel,3905,"Haifa, Israel",measle_white,"<Point><coordinates>34.998793,32.811420,0</coordinates></Point>",1185
istanbul-turkey,3221,"Istanbul, Turkey",measle_white,"<Point><coordinates>28.986101,41.040615</coordinates></Point>",1185
chania-greece,5723,"Chania, Greece",measle_white,"<Point><coordinates>24.012178,35.511809</coordinates></Point>",1739
chania-greece,5723,"Chania, Greece",measle_white,"<Point><coordinates>24.012178,35.511809</coordinates></Point>",1303
chania-greece,5723,"Chania, Greece",measle_white,"<Point><coordinates>24.012178,35.511809</coordinates></Point>",1185
sochi-russia,5092,"Sochi, Russia",measle_white,"<Point><coordinates>39.725842,43.615516</coordinates></Point>",1192
poti-georgia,5530,"Poti, Georgia",measle_white,"<Point><coordinates>41.667638,42.150771</coordinates></Point>",1192
whittier-alaska-united-states,6255,"Whittier, Alaska, United States",measle_white,"<Point><coordinates>-148.684713,60.772930,0</coordinates></Point>",1168
valdez-alaska-united-states,5764,"Valdez, Alaska, United States",measle_white,"<Point><coordinates>-146.353317,61.130352</coordinates></Point>",1168
juneau-alaska-united-states,4816,"Juneau, Alaska, United States",measle_white,"<Point><coordinates>-134.406887,58.299494</coordinates></Point>",1840
juneau-alaska-united-states,4816,"Juneau, Alaska, United States",measle_white,"<Point><coordinates>-134.406887,58.299494</coordinates></Point>",1168
dubai-united-arab-emirates,3270,"Dubai, United Arab Emirates",measle_white,"<Point><coordinates>55.308452,25.269334</coordinates></Point>",1209
doha-qatar,3867,"Doha, Qatar",measle_white,"<Point><coordinates>51.519391,25.294333</coordinates></Point>",1739
doha-qatar,3867,"Doha, Qatar",measle_white,"<Point><coordinates>51.519391,25.294333</coordinates></Point>",1209
manama-bahrain,4188,"Manama, Bahrain",measle_white,"<Point><coordinates>50.575837,26.229001</coordinates></Point>",1209
kuwait-city-kuwait,3871,"Kuwait City, Kuwait",measle_white,"<Point><coordinates>47.974764,29.374019</coordinates></Point>",1209
lannion-france,5837,"Lannion, France",measle_white,"<Point><coordinates>-3.459928,48.730260,0</coordinates></Point>",1697
lannion-france,5837,"Lannion, France",measle_white,"<Point><coordinates>-3.459928,48.730260,0</coordinates></Point>",1213
shirley-new-york-united-states,3783,"Shirley, New York, United States",measle_white,"<Point><coordinates>-72.872249,40.800283</coordinates></Point>",1691
shirley-new-york-united-states,3783,"Shirley, New York, United States",measle_white,"<Point><coordinates>-72.872249,40.800283</coordinates></Point>",1213
manasquan-new-jersey-united-states,3686,"Manasquan, New Jersey, United States",measle_white,"<Point><coordinates>-74.047053,40.123330,0</coordinates></Point>",1213
bude-united-kingdom,4554,"Bude, United Kingdom",measle_white,"<Point><coordinates>-4.544401,50.828110,0</coordinates></Point>",1213
tong-fuk-hong-kong,5855,"Tong Fuk, Hong Kong",measle_white,"<Point><coordinates>113.932154,22.227343</coordinates></Point>",1150
toucheng-taiwan,5981,"Toucheng, Taiwan",measle_white,"<Point><coordinates>121.801486,24.863572</coordinates></Point>",1150
bellport-new-york-united-states,5767,"Bellport, New York, United States",measle_white,"<Point><coordinates>-72.937825,40.755557</coordinates></Point>",1081
puerto-viejo-venezuela,5967,"Puerto Viejo, Venezuela",measle_white,"<Point><coordinates>-67.029966,10.611235</coordinates></Point>",1084
hollywood-florida-united-states,3650,"Hollywood, Florida, United States",measle_white,"<Point><coordinates>-80.160234,26.010251</coordinates></Point>",1071
maria-chiquita-panama,5928,"Maria Chiquita, Panama",measle_white,"<Point><coordinates>-79.753544,9.437310,0</coordinates></Point>",1727
maria-chiquita-panama,5928,"Maria Chiquita, Panama",measle_white,"<Point><coordinates>-79.753544,9.437310,0</coordinates></Point>",1071
tolu-colombia,5808,"Tolu, Colombia",measle_white,"<Point><coordinates>-75.558576,9.496294</coordinates></Point>",1843
tolu-colombia,5808,"Tolu, Colombia",measle_white,"<Point><coordinates>-75.558576,9.496294</coordinates></Point>",1071
half-moon-bay-cayman-islands,5799,"Half Moon Bay, Cayman Islands",measle_white,"<Point><coordinates>-81.166776,19.282911</coordinates></Point>",1068
half-moon-bay-cayman-islands,5799,"Half Moon Bay, Cayman Islands",measle_white,"<Point><coordinates>-81.166776,19.282911</coordinates></Point>",1071
skewjack-united-kingdom,5741,"Skewjack, United Kingdom",measle_white,"<Point><coordinates>-5.675064,50.063560,0</coordinates></Point>",1028
willemstad-curaao,10729,"Willemstad, Curaçao",measle_white,"<Point><coordinates>-68.896616,12.095316</coordinates></Point>",1494
willemstad-curaao,10729,"Willemstad, Curaçao",measle_white,"<Point><coordinates>-68.896616,12.095316</coordinates></Point>",1774
willemstad-curaao,10729,"Willemstad, Curaçao",measle_white,"<Point><coordinates>-68.896616,12.095316</coordinates></Point>",1289
willemstad-curaao,4275,"Willemstad, Curaçao",measle_white,"<Point><coordinates>-68.896616,12.095316</coordinates></Point>",1148
krst-norway,5923,"Kårstø, Norway",measle_white,"<Point><coordinates>5.524393,59.279278</coordinates></Point>",1203
lowestoft-united-kingdom,3084,"Lowestoft, United Kingdom",measle_white,"<Point><coordinates>1.729180,52.471371,0</coordinates></Point>",1203
novorossiysk-russia,5117,"Novorossiysk, Russia",measle_white,"<Point><coordinates>37.772816,44.723621</coordinates></Point>",1192
hillsboro-oregon-united-states,3649,"Hillsboro, Oregon, United States",measle_white,"<Point><coordinates>-123.811189,45.824792</coordinates></Point>",1166
lena-point-alaska-united-states,5765,"Lena Point, Alaska, United States",measle_white,"<Point><coordinates>-134.747317,58.550958</coordinates></Point>",1840
lena-point-alaska-united-states,5765,"Lena Point, Alaska, United States",measle_white,"<Point><coordinates>-134.747317,58.550958</coordinates></Point>",1166
whittier-alaska-united-states,6255,"Whittier, Alaska, United States",measle_white,"<Point><coordinates>-148.684713,60.772930,0</coordinates></Point>",1166
ribnitz-germany,5842,"Ribnitz, Germany",measle_white,"<Point><coordinates>12.431519,54.243343</coordinates></Point>",1200
gedser-denmark,5820,"Gedser, Denmark",measle_white,"<Point><coordinates>11.928980,54.576351,0</coordinates></Point>",1762
gedser-denmark,5820,"Gedser, Denmark",measle_white,"<Point><coordinates>11.928980,54.576351,0</coordinates></Point>",1764
gedser-denmark,5820,"Gedser, Denmark",measle_white,"<Point><coordinates>11.928980,54.576351,0</coordinates></Point>",1759
gedser-denmark,5820,"Gedser, Denmark",measle_white,"<Point><coordinates>11.928980,54.576351,0</coordinates></Point>",1200
krdla-estonia,5828,"Kärdla, Estonia",measle_white,"<Point><coordinates>22.738057,59.000860,0</coordinates></Point>",1221
stavsnas-sweden,5952,"Stavsnas, Sweden",measle_white,"<Point><coordinates>18.764621,59.822735</coordinates></Point>",1221
sesimbra-portugal,5934,"Sesimbra, Portugal",measle_white,"<Point><coordinates>-9.102748,38.442667</coordinates></Point>",1219
alta-vista-canary-islands-spain,10726,"Alta Vista, Canary Islands, Spain",measle_white,"<Point><coordinates>-15.699962,27.999508</coordinates></Point>",1852
alta-vista-canary-islands-spain,10726,"Alta Vista, Canary Islands, Spain",measle_white,"<Point><coordinates>-15.699962,27.999508</coordinates></Point>",1219
dakar-senegal,4180,"Dakar, Senegal",measle_white,"<Point><coordinates>-17.451914,14.686624</coordinates></Point>",1219
accra-ghana,4181,"Accra, Ghana",measle_white,"<Point><coordinates>-0.201092,5.558308</coordinates></Point>",1219
cotonou-benin,3315,"Cotonou, Benin",measle_white,"<Point><coordinates>2.439922,6.356550,0</coordinates></Point>",1219
lagos-nigeria,3280,"Lagos, Nigeria",measle_white,"<Point><coordinates>3.423223,6.438874</coordinates></Point>",1821
lagos-nigeria,3280,"Lagos, Nigeria",measle_white,"<Point><coordinates>3.423223,6.438874</coordinates></Point>",1219
libreville-gabon,4221,"Libreville, Gabon",measle_white,"<Point><coordinates>9.454372,0.394248</coordinates></Point>",1747
libreville-gabon,4221,"Libreville, Gabon",measle_white,"<Point><coordinates>9.454372,0.394248</coordinates></Point>",1219
cacuaco-angola,5775,"Cacuaco, Angola",measle_white,"<Point><coordinates>13.372339,-8.776646</coordinates></Point>",1219
melkbosstrand-south-africa,5941,"Melkbosstrand, South Africa",measle_white,"<Point><coordinates>18.445774,-33.727220,0</coordinates></Point>",1219
douala-cameroon,4210,"Douala, Cameroon",measle_white,"<Point><coordinates>9.706325,4.047176</coordinates></Point>",1219
abidjan-cte-divoire,3316,"Abidjan, Côte d'Ivoire",measle_white,"<Point><coordinates>-4.026237,5.323542</coordinates></Point>",1219
penang-malaysia,3307,"Penang, Malaysia",measle_white,"<Point><coordinates>100.363020,5.353620,0</coordinates></Point>",1220
cochin-india,4322,"Cochin, India",measle_white,"<Point><coordinates>76.269575,9.938091</coordinates></Point>",1220
baie-jacotet-mauritius,5906,"Baie Jacotet, Mauritius",measle_white,"<Point><coordinates>57.485404,-20.474004</coordinates></Point>",1220
saint-paul-runion,5978,"Saint Paul, Réunion",measle_white,"<Point><coordinates>55.279155,-21.000273</coordinates></Point>",1220
mtunzini-south-africa,5942,"Mtunzini, South Africa",measle_white,"<Point><coordinates>31.757877,-28.950660,0</coordinates></Point>",1669
mtunzini-south-africa,5942,"Mtunzini, South Africa",measle_white,"<Point><coordinates>31.757877,-28.950660,0</coordinates></Point>",1220
lurin-peru,5930,"Lurin, Peru",measle_white,"<Point><coordinates>-76.874298,-12.278500,0</coordinates></Point>",1073
panama-city-panama,3334,"Panama City, Panama",measle_white,"<Point><coordinates>-79.536699,8.964556</coordinates></Point>",1073
coln-panama,6093,"Colón, Panama",measle_white,"<Point><coordinates>-79.900029,9.353716</coordinates></Point>",1791
coln-panama,6093,"Colón, Panama",measle_white,"<Point><coordinates>-79.900029,9.353716</coordinates></Point>",1084
coln-panama,6093,"Colón, Panama",measle_white,"<Point><coordinates>-79.900029,9.353716</coordinates></Point>",1073
st-croix-virgin-islands-united-states,5750,"St. Croix, Virgin Islands, United States",measle_white,"<Point><coordinates>-64.819421,17.771876</coordinates></Point>",1073
kolobrzeg-poland,5933,"Kolobrzeg, Poland",measle_white,"<Point><coordinates>15.574877,54.172347</coordinates></Point>",1199
ystad-sweden,5954,"Ystad, Sweden",measle_white,"<Point><coordinates>13.828296,55.431331</coordinates></Point>",1199
gedser-denmark,5820,"Gedser, Denmark",measle_white,"<Point><coordinates>11.928980,54.576351,0</coordinates></Point>",1199
kilmore-quay-ireland,5863,"Kilmore Quay, Ireland",measle_white,"<Point><coordinates>-6.584097,52.174594</coordinates></Point>",1054
kilmore-quay-ireland,5863,"Kilmore Quay, Ireland",measle_white,"<Point><coordinates>-6.584097,52.174594</coordinates></Point>",1223
sennen-cove-united-kingdom,5742,"Sennen Cove, United Kingdom",measle_white,"<Point><coordinates>-5.698746,50.076060,0</coordinates></Point>",1054
sennen-cove-united-kingdom,5742,"Sennen Cove, United Kingdom",measle_white,"<Point><coordinates>-5.698746,50.076060,0</coordinates></Point>",1223
sandymount-ireland,5865,"Sandymount, Ireland",measle_white,"<Point><coordinates>-6.215445,53.331429</coordinates></Point>",1224
southport-united-kingdom,3324,"Southport, United Kingdom",measle_white,"<Point><coordinates>-3.006364,53.647933</coordinates></Point>",1224
lantau-island-hong-kong,5852,"Lantau Island, Hong Kong",measle_white,"<Point><coordinates>113.948365,22.271483</coordinates></Point>",1049
chongming-china,5802,"Chongming, China",measle_white,"<Point><coordinates>121.395237,31.619916</coordinates></Point>",1049
katong-singapore,5939,"Katong, Singapore",measle_white,"<Point><coordinates>103.904718,1.309286</coordinates></Point>",1049
batangas-philippines,3218,"Batangas, Philippines",measle_white,"<Point><coordinates>121.064963,13.765530,0</coordinates></Point>",1049
willemstad-curaao,4275,"Willemstad, Curaçao",measle_white,"<Point><coordinates>-68.896616,12.095316</coordinates></Point>",1078
punto-fijo-venezuela,5965,"Punto Fijo, Venezuela",measle_white,"<Point><coordinates>-70.204379,11.708598</coordinates></Point>",1078
shanghai-china,3246,"Shanghai, China",measle_white,"<Point><coordinates>121.472483,31.247553</coordinates></Point>",1027
wada-japan,5892,"Wada, Japan",measle_white,"<Point><coordinates>140.016712,35.035833</coordinates></Point>",1150
lynnwood-washington-united-states,5770,"Lynnwood, Washington, United States",measle_white,"<Point><coordinates>-122.315878,47.824010,0</coordinates></Point>",1168
melkbosstrand-south-africa,5941,"Melkbosstrand, South Africa",measle_white,"<Point><coordinates>18.445774,-33.727220,0</coordinates></Point>",1220
tanshui-taiwan,5982,"Tanshui, Taiwan",measle_white,"<Point><coordinates>121.462619,25.181345</coordinates></Point>",1794
tanshui-taiwan,5982,"Tanshui, Taiwan",measle_white,"<Point><coordinates>121.462619,25.181345</coordinates></Point>",1049
punto-fijo-venezuela,5965,"Punto Fijo, Venezuela",measle_white,"<Point><coordinates>-70.204379,11.708598</coordinates></Point>",1073
barranquilla-colombia,4315,"Barranquilla, Colombia",measle_white,"<Point><coordinates>-74.779767,10.940434</coordinates></Point>",1076
barranquilla-colombia,4315,"Barranquilla, Colombia",measle_white,"<Point><coordinates>-74.779767,10.940434</coordinates></Point>",1686
barranquilla-colombia,4315,"Barranquilla, Colombia",measle_white,"<Point><coordinates>-74.779767,10.940434</coordinates></Point>",1073
los-angeles-california-united-states,3678,"Los Angeles, California, United States",measle_white,"<Point><coordinates>-118.245372,34.053411</coordinates></Point>",1155
toyohashi-japan,5893,"Toyohashi, Japan",measle_white,"<Point><coordinates>137.391518,34.769036</coordinates></Point>",1155
hillsboro-oregon-united-states,3649,"Hillsboro, Oregon, United States",measle_white,"<Point><coordinates>-123.811189,45.824792</coordinates></Point>",1155
brookvale-australia,5781,"Brookvale, Australia",measle_white,"<Point><coordinates>151.273933,-33.761205</coordinates></Point>",1009
pedersker-denmark,5822,"Pedersker, Denmark",measle_white,"<Point><coordinates>14.992162,55.030940,0</coordinates></Point>",1199
tallinn-estonia,3089,"Tallinn, Estonia",measle_white,"<Point><coordinates>24.752412,59.436212</coordinates></Point>",1263
tallinn-estonia,3089,"Tallinn, Estonia",measle_white,"<Point><coordinates>24.752412,59.436212</coordinates></Point>",1221
emi-japan,5894,"Emi, Japan",measle_white,"<Point><coordinates>140.061048,35.062395</coordinates></Point>",1155
kilmore-quay-ireland,5863,"Kilmore Quay, Ireland",measle_white,"<Point><coordinates>-6.584097,52.174594</coordinates></Point>",1205
oxwich-bay-united-kingdom,3145,"Oxwich Bay, United Kingdom",measle_white,"<Point><coordinates>-4.169596,51.557798</coordinates></Point>",1835
oxwich-bay-united-kingdom,3145,"Oxwich Bay, United Kingdom",measle_white,"<Point><coordinates>-4.169596,51.557798</coordinates></Point>",1205
north-miami-beach-florida-united-states,5772,"North Miami Beach, Florida, United States",measle_white,"<Point><coordinates>-80.162382,25.932907</coordinates></Point>",1078
katthammarsvik-sweden,10365,"Katthammarsvik, Sweden",measle_white,"<Point><coordinates>18.845286,57.431037</coordinates></Point>",1222
chania-greece,5723,"Chania, Greece",measle_white,"<Point><coordinates>24.012178,35.511809</coordinates></Point>",1031
blaabjerg-denmark,5818,"Blaabjerg, Denmark",measle_white,"<Point><coordinates>8.328982,55.751546</coordinates></Point>",1737
blaabjerg-denmark,5818,"Blaabjerg, Denmark",measle_white,"<Point><coordinates>8.328982,55.751546</coordinates></Point>",1043
fukuoka-japan,4059,"Fukuoka, Japan",measle_white,"<Point><coordinates>130.401678,33.590326</coordinates></Point>",1231
boca-raton-florida-united-states,3563,"Boca Raton, Florida, United States",measle_white,"<Point><coordinates>-80.088945,26.350290,0</coordinates></Point>",1232
caves-point-bahamas,5786,"Caves Point, Bahamas",measle_white,"<Point><coordinates>-77.453008,25.068455</coordinates></Point>",1232
current-bahamas,5787,"Current, Bahamas",measle_white,"<Point><coordinates>-76.787677,25.407810,0</coordinates></Point>",1232
sandy-point-bahamas,5788,"Sandy Point, Bahamas",measle_white,"<Point><coordinates>-77.399542,26.025193</coordinates></Point>",1510
sandy-point-bahamas,5788,"Sandy Point, Bahamas",measle_white,"<Point><coordinates>-77.399542,26.025193</coordinates></Point>",1232
highbridge-united-kingdom,5745,"Highbridge, United Kingdom",measle_white,"<Point><coordinates>-2.975017,51.222251</coordinates></Point>",1149
highbridge-united-kingdom,5745,"Highbridge, United Kingdom",measle_white,"<Point><coordinates>-2.975017,51.222251</coordinates></Point>",1173
bilbao-spain,3067,"Bilbao, Spain",measle_white,"<Point><coordinates>-2.946159,43.268348</coordinates></Point>",1173
satun-thailand,5956,"Satun, Thailand",measle_white,"<Point><coordinates>100.066145,6.613190,0</coordinates></Point>",1027
el-mdano-canary-islands-spain,5722,"El Médano, Canary Islands, Spain",measle_white,"<Point><coordinates>-16.538584,28.046676</coordinates></Point>",1045
ttouan-morocco,5909,"Tétouan, Morocco",measle_white,"<Point><coordinates>-5.391812,35.565911</coordinates></Point>",1251
ttouan-morocco,5909,"Tétouan, Morocco",measle_white,"<Point><coordinates>-5.391812,35.565911</coordinates></Point>",1031
tulum-mexico,5908,"Tulum, Mexico",measle_white,"<Point><coordinates>-87.463599,20.212598</coordinates></Point>",1078
isla-verde-puerto-rico-united-states,5773,"Isla Verde, Puerto Rico, United States",measle_white,"<Point><coordinates>-66.016881,18.441700,0</coordinates></Point>",1229
isla-verde-puerto-rico-united-states,5773,"Isla Verde, Puerto Rico, United States",measle_white,"<Point><coordinates>-66.016881,18.441700,0</coordinates></Point>",1227
isla-verde-puerto-rico-united-states,5773,"Isla Verde, Puerto Rico, United States",measle_white,"<Point><coordinates>-66.016881,18.441700,0</coordinates></Point>",1078
piti-guam,5973,"Piti, Guam",measle_white,"<Point><coordinates>144.694640,13.464652,0</coordinates></Point>",1823
piti-guam,5973,"Piti, Guam",measle_white,"<Point><coordinates>144.694640,13.464652,0</coordinates></Point>",1605
piti-guam,5973,"Piti, Guam",measle_white,"<Point><coordinates>144.694640,13.464652,0</coordinates></Point>",1155
hawksbill-bahamas,5785,"Hawksbill, Bahamas",measle_white,"<Point><coordinates>-78.736846,26.516892</coordinates></Point>",1510
hawksbill-bahamas,5785,"Hawksbill, Bahamas",measle_white,"<Point><coordinates>-78.736846,26.516892</coordinates></Point>",1232
cancn-mexico,3842,"Cancún, Mexico",measle_white,"<Point><coordinates>-86.767555,21.095703</coordinates></Point>",1686
cancn-mexico,3842,"Cancún, Mexico",measle_white,"<Point><coordinates>-86.767555,21.095703</coordinates></Point>",1071
belize-city-belize,5791,"Belize City, Belize",measle_white,"<Point><coordinates>-88.181617,17.495509</coordinates></Point>",1078
songkhla-thailand,4265,"Songkhla, Thailand",measle_white,"<Point><coordinates>100.597004,7.078424</coordinates></Point>",1238
batam-indonesia,5862,"Batam, Indonesia",measle_white,"<Point><coordinates>103.962530,1.134677,0</coordinates></Point>",1238
changi-south-singapore,5937,"Changi South, Singapore",measle_white,"<Point><coordinates>103.987042,1.389071</coordinates></Point>",1679
changi-south-singapore,5937,"Changi South, Singapore",measle_white,"<Point><coordinates>103.987042,1.389071</coordinates></Point>",1535
changi-north-singapore,5940,"Changi North, Singapore",measle_white,"<Point><coordinates>103.987042,1.389071</coordinates></Point>",1561
changi-north-singapore,5940,"Changi North, Singapore",measle_white,"<Point><coordinates>103.987042,1.389071</coordinates></Point>",1238
logi-russia,9102,"Logi, Russia",measle_white,"<Point><coordinates>28.499871,59.799883</coordinates></Point>",1610
helsinki-finland,3064,"Helsinki, Finland",measle_white,"<Point><coordinates>24.932490,60.171075,0</coordinates></Point>",1816
helsinki-finland,3064,"Helsinki, Finland",measle_white,"<Point><coordinates>24.932490,60.171075,0</coordinates></Point>",1268
helsinki-finland,3064,"Helsinki, Finland",measle_white,"<Point><coordinates>24.932490,60.171075,0</coordinates></Point>",1263
helsinki-finland,3064,"Helsinki, Finland",measle_white,"<Point><coordinates>24.932490,60.171075,0</coordinates></Point>",1242
tallinn-estonia,3089,"Tallinn, Estonia",measle_white,"<Point><coordinates>24.752412,59.436212</coordinates></Point>",1242
maiquetia-venezuela,5968,"Maiquetia, Venezuela",measle_white,"<Point><coordinates>-66.960338,10.599419</coordinates></Point>",1076
el-djamila-algeria,5774,"El Djamila, Algeria",measle_white,"<Point><coordinates>2.901445,36.800187</coordinates></Point>",1234
ostend-belgium,5789,"Ostend, Belgium",measle_white,"<Point><coordinates>2.912676,51.231138</coordinates></Point>",1031
funningsfjordur-faeroe-islands,5725,"Funningsfjordur, Faeroe Islands",measle_white,"<Point><coordinates>-6.928140,62.244121,0</coordinates></Point>",1240
seydisfjordur-iceland,5859,"Seydisfjordur, Iceland",measle_white,"<Point><coordinates>-14.018029,65.251346</coordinates></Point>",1240
tuas-singapore,5938,"Tuas, Singapore",measle_white,"<Point><coordinates>103.647101,1.338193</coordinates></Point>",1179
puerto-limon-costa-rica,5810,"Puerto Limon, Costa Rica",measle_white,"<Point><coordinates>-83.037674,9.988579</coordinates></Point>",1078
cancn-mexico,3842,"Cancún, Mexico",measle_white,"<Point><coordinates>-86.767555,21.095703</coordinates></Point>",1078
plerin-france,5836,"Plerin, France",measle_white,"<Point><coordinates>-2.768083,48.534752</coordinates></Point>",1028
athens-greece,3211,"Athens, Greece",measle_white,"<Point><coordinates>23.736299,37.976066</coordinates></Point>",1185
pusan-korea-rep-,4183,"Pusan, Korea, Rep.",measle_white,"<Point><coordinates>128.999335,35.170110,0</coordinates></Point>",1146
pusan-korea-rep-,4183,"Pusan, Korea, Rep.",measle_white,"<Point><coordinates>128.999335,35.170110,0</coordinates></Point>",1150
pusan-korea-rep-,4183,"Pusan, Korea, Rep.",measle_white,"<Point><coordinates>128.999335,35.170110,0</coordinates></Point>",1231
ses-covetes-spain,5948,"Ses Covetes, Spain",measle_white,"<Point><coordinates>2.970977,39.354581</coordinates></Point>",1187
ses-covetes-spain,5948,"Ses Covetes, Spain",measle_white,"<Point><coordinates>2.970977,39.354581</coordinates></Point>",1234
kita-kyushu-japan,5895,"Kita-kyushu, Japan",measle_white,"<Point><coordinates>131.032048,33.839251</coordinates></Point>",1692
kita-kyushu-japan,5895,"Kita-kyushu, Japan",measle_white,"<Point><coordinates>131.032048,33.839251</coordinates></Point>",1231
dunnet-bay-united-kingdom,5746,"Dunnet Bay, United Kingdom",measle_white,"<Point><coordinates>-3.346208,58.615314</coordinates></Point>",1240
harbour-pointe-washington-united-states,3641,"Harbour Pointe, Washington, United States",measle_white,"<Point><coordinates>-122.302206,47.886217</coordinates></Point>",1007
jeddah-saudi-arabia,4361,"Jeddah, Saudi Arabia",measle_white,"<Point><coordinates>39.182776,21.481249</coordinates></Point>",1247
port-sudan-sudan,5950,"Port Sudan, Sudan",measle_white,"<Point><coordinates>37.219691,19.615528</coordinates></Point>",1675
port-sudan-sudan,5950,"Port Sudan, Sudan",measle_white,"<Point><coordinates>37.219691,19.615528</coordinates></Point>",1247
kuwait-city-kuwait,3871,"Kuwait City, Kuwait",measle_white,"<Point><coordinates>47.974764,29.374019</coordinates></Point>",1250
ganaveh-iran,5990,"Ganaveh, Iran",measle_white,"<Point><coordinates>50.521149,29.570796</coordinates></Point>",1250
chennai-india,4191,"Chennai, India",measle_white,"<Point><coordinates>80.243108,13.063480,0</coordinates></Point>",1252
changi-north-singapore,5940,"Changi North, Singapore",measle_white,"<Point><coordinates>103.987042,1.389071</coordinates></Point>",1252
djibouti-city-djibouti,4177,"Djibouti City, Djibouti",measle_white,"<Point><coordinates>43.148008,11.594633</coordinates></Point>",1246
mombasa-kenya,5896,"Mombasa, Kenya",measle_white,"<Point><coordinates>39.672815,-4.053211</coordinates></Point>",1246
dar-es-salaam-tanzania,4182,"Dar Es Salaam, Tanzania",measle_white,"<Point><coordinates>39.269690,-6.823229,0</coordinates></Point>",1246
maputo-mozambique,4252,"Maputo, Mozambique",measle_white,"<Point><coordinates>32.580631,-25.968533</coordinates></Point>",1246
toliary-madagascar,7398,"Toliary, Madagascar",measle_white,"<Point><coordinates>43.663145,-23.354764</coordinates></Point>",1246
mtunzini-south-africa,5942,"Mtunzini, South Africa",measle_white,"<Point><coordinates>31.757877,-28.950660,0</coordinates></Point>",1246
saint-maarten-sint-maarten,10728,"Saint Maarten, Sint Maarten",measle_white,"<Point><coordinates>-63.073718,18.031056</coordinates></Point>",1290
saint-maarten-sint-maarten,10728,"Saint Maarten, Sint Maarten",measle_white,"<Point><coordinates>-63.073718,18.031056</coordinates></Point>",1245
isla-verde-puerto-rico-united-states,5773,"Isla Verde, Puerto Rico, United States",measle_white,"<Point><coordinates>-66.016881,18.441700,0</coordinates></Point>",1245
tripoli-libya,4271,"Tripoli, Libya",measle_white,"<Point><coordinates>13.187280,32.877338,0</coordinates></Point>",1804
tripoli-libya,4271,"Tripoli, Libya",measle_white,"<Point><coordinates>13.187280,32.877338,0</coordinates></Point>",1184
tripoli-libya,4271,"Tripoli, Libya",measle_white,"<Point><coordinates>13.187280,32.877338,0</coordinates></Point>",1287
mazara-del-vallo-italy,3215,"Mazara del Vallo, Italy",measle_white,"<Point><coordinates>12.591285,37.650089</coordinates></Point>",1287
halul-island-qatar,6019,"Halul Island, Qatar",measle_white,"<Point><coordinates>52.420270,25.668552,0</coordinates></Point>",1254
das-island-united-arab-emirates,6020,"Das Island, United Arab Emirates",measle_white,"<Point><coordinates>52.865972,25.152634</coordinates></Point>",1254
catania-italy,3214,"Catania, Italy",measle_white,"<Point><coordinates>15.067455,37.511613</coordinates></Point>",1301
msida-malta,4058,"Msida, Malta",measle_white,"<Point><coordinates>14.488159,35.898723</coordinates></Point>",1301
pentaskhinos-cyprus,5812,"Pentaskhinos, Cyprus",measle_white,"<Point><coordinates>33.603579,34.828509</coordinates></Point>",1740
pentaskhinos-cyprus,5812,"Pentaskhinos, Cyprus",measle_white,"<Point><coordinates>33.603579,34.828509</coordinates></Point>",1305
beirut-lebanon,3862,"Beirut, Lebanon",measle_white,"<Point><coordinates>35.485219,33.892474</coordinates></Point>",1305
