id,city_id,name,marker,coordinates,cable_id
karachi-pakistan,3259,"Karachi, Pakistan",measle_white,"<Point><coordinates>67.028563,24.889353</coordinates></Point>",1031
muscat-oman,4225,"Muscat, Oman",measle_white,"<Point><coordinates>58.591067,23.615135</coordinates></Point>",1031
fujairah-united-arab-emirates,5962,"Fujairah, United Arab Emirates",measle_white,"<Point><coordinates>56.333744,25.121677</coordinates></Point>",1031
djibouti-city-djibouti,4177,"Djibouti City, Djibouti",measle_white,"<Point><coordinates>43.148008,11.594633</coordinates></Point>",1845
djibouti-city-djibouti,4177,"Djibouti City, Djibouti",measle_white,"<Point><coordinates>43.148008,11.594633</coordinates></Point>",1559
djibouti-city-djibouti,4177,"Djibouti City, Djibouti",measle_white,"<Point><coordinates>43.148008,11.594633</coordinates></Point>",1739
djibouti-city-djibouti,4177,"Djibouti City, Djibouti",measle_white,"<Point><coordinates>43.148008,11.594633</coordinates></Point>",1558
djibouti-city-djibouti,4177,"Djibouti City, Djibouti",measle_white,"<Point><coordinates>43.148008,11.594633</coordinates></Point>",1031
suez-egypt,5825,"Suez, Egypt",measle_white,"<Point><coordinates>32.530142,29.972261</coordinates></Point>",1031
alexandria-egypt,6044,"Alexandria, Egypt",measle_white,"<Point><coordinates>29.889812,31.191889</coordinates></Point>",1031
yeroskipos-cyprus,5811,"Yeroskipos, Cyprus",measle_white,"<Point><coordinates>32.466568,34.766399</coordinates></Point>",1713
yeroskipos-cyprus,5811,"Yeroskipos, Cyprus",measle_white,"<Point><coordinates>32.466568,34.766399</coordinates></Point>",1523
yeroskipos-cyprus,5811,"Yeroskipos, Cyprus",measle_white,"<Point><coordinates>32.466568,34.766399</coordinates></Point>",1740
yeroskipos-cyprus,5811,"Yeroskipos, Cyprus",measle_white,"<Point><coordinates>32.466568,34.766399</coordinates></Point>",1303
yeroskipos-cyprus,5811,"Yeroskipos, Cyprus",measle_white,"<Point><coordinates>32.466568,34.766399</coordinates></Point>",1031
marmaris-turkey,5959,"Marmaris, Turkey",measle_white,"<Point><coordinates>28.253679,36.855265</coordinates></Point>",1559
marmaris-turkey,5959,"Marmaris, Turkey",measle_white,"<Point><coordinates>28.253679,36.855265</coordinates></Point>",1031
mazara-del-vallo-italy,3215,"Mazara del Vallo, Italy",measle_white,"<Point><coordinates>12.591285,37.650089</coordinates></Point>",1772
mazara-del-vallo-italy,3215,"Mazara del Vallo, Italy",measle_white,"<Point><coordinates>12.591285,37.650089</coordinates></Point>",1729
mazara-del-vallo-italy,3215,"Mazara del Vallo, Italy",measle_white,"<Point><coordinates>12.591285,37.650089</coordinates></Point>",1031
sesimbra-portugal,5934,"Sesimbra, Portugal",measle_white,"<Point><coordinates>-9.102748,38.442667</coordinates></Point>",1443
sesimbra-portugal,5934,"Sesimbra, Portugal",measle_white,"<Point><coordinates>-9.102748,38.442667</coordinates></Point>",1128
sesimbra-portugal,5934,"Sesimbra, Portugal",measle_white,"<Point><coordinates>-9.102748,38.442667</coordinates></Point>",1031
penmarch-france,3119,"Penmarch, France",measle_white,"<Point><coordinates>-4.338688,47.811315</coordinates></Point>",1128
penmarch-france,3119,"Penmarch, France",measle_white,"<Point><coordinates>-4.338688,47.811315</coordinates></Point>",1031
goonhilly-downs-united-kingdom,3292,"Goonhilly Downs, United Kingdom",measle_white,"<Point><coordinates>-5.174527,50.024790,0</coordinates></Point>",1704
goonhilly-downs-united-kingdom,3292,"Goonhilly Downs, United Kingdom",measle_white,"<Point><coordinates>-5.174527,50.024790,0</coordinates></Point>",1031
norden-germany,5840,"Norden, Germany",measle_white,"<Point><coordinates>7.201834,53.595492</coordinates></Point>",1031
sylt-germany,3142,"Sylt, Germany",measle_white,"<Point><coordinates>8.383376,54.898519</coordinates></Point>",1737
sylt-germany,3142,"Sylt, Germany",measle_white,"<Point><coordinates>8.383376,54.898519</coordinates></Point>",1143
tuckerton-new-jersey-united-states,3808,"Tuckerton, New Jersey, United States",measle_white,"<Point><coordinates>-74.337922,39.603897</coordinates></Point>",1043
norden-germany,5840,"Norden, Germany",measle_white,"<Point><coordinates>7.201834,53.595492</coordinates></Point>",1043
katwijk-netherlands,3283,"Katwijk, Netherlands",measle_white,"<Point><coordinates>4.396464,52.205161</coordinates></Point>",1043
st-valry-france,5331,"St. Valéry, France",measle_white,"<Point><coordinates>0.708478,49.860435</coordinates></Point>",1043
bude-united-kingdom,4554,"Bude, United Kingdom",measle_white,"<Point><coordinates>-4.544401,50.828110,0</coordinates></Point>",1043
manasquan-new-jersey-united-states,3686,"Manasquan, New Jersey, United States",measle_white,"<Point><coordinates>-74.047053,40.123330,0</coordinates></Point>",1043
lisbon-portugal,3146,"Lisbon, Portugal",measle_white,"<Point><coordinates>-9.150160,38.725675,0</coordinates></Point>",1045
praia-cape-verde,4257,"Praia, Cape Verde",measle_white,"<Point><coordinates>-23.521247,14.923049</coordinates></Point>",1045
dakar-senegal,4180,"Dakar, Senegal",measle_white,"<Point><coordinates>-17.451914,14.686624</coordinates></Point>",1045
fortaleza-brazil,3347,"Fortaleza, Brazil",measle_white,"<Point><coordinates>-38.542968,-3.718836</coordinates></Point>",1045
las-toninas-argentina,3330,"Las Toninas, Argentina",measle_white,"<Point><coordinates>-56.695499,-36.472532</coordinates></Point>",1045
hollywood-florida-united-states,3650,"Hollywood, Florida, United States",measle_white,"<Point><coordinates>-80.160234,26.010251</coordinates></Point>",1046
lisbon-portugal,3146,"Lisbon, Portugal",measle_white,"<Point><coordinates>-9.150160,38.725675,0</coordinates></Point>",1046
conil-spain,5944,"Conil, Spain",measle_white,"<Point><coordinates>-6.087222,36.276555</coordinates></Point>",1701
conil-spain,5944,"Conil, Spain",measle_white,"<Point><coordinates>-6.087222,36.276555</coordinates></Point>",1448
conil-spain,5944,"Conil, Spain",measle_white,"<Point><coordinates>-6.087222,36.276555</coordinates></Point>",1046
mazara-del-vallo-italy,3215,"Mazara del Vallo, Italy",measle_white,"<Point><coordinates>12.591285,37.650089</coordinates></Point>",1046
nassau-bahamas,4230,"Nassau, Bahamas",measle_white,"<Point><coordinates>-77.340264,25.067088</coordinates></Point>",1510
nassau-bahamas,4230,"Nassau, Bahamas",measle_white,"<Point><coordinates>-77.340264,25.067088</coordinates></Point>",1078
crooked-island-bahamas,5782,"Crooked Island, Bahamas",measle_white,"<Point><coordinates>-74.195002,22.629686</coordinates></Point>",1510
crooked-island-bahamas,5782,"Crooked Island, Bahamas",measle_white,"<Point><coordinates>-74.195002,22.629686</coordinates></Point>",1078
providenciales-turks-and-caicos-islands,4258,"Providenciales, Turks and Caicos Islands",measle_white,"<Point><coordinates>-72.120247,21.851073</coordinates></Point>",1078
punta-cana-dominican-republic,5694,"Punta Cana, Dominican Republic",measle_white,"<Point><coordinates>-68.438267,18.621290,0</coordinates></Point>",1227
punta-cana-dominican-republic,5694,"Punta Cana, Dominican Republic",measle_white,"<Point><coordinates>-68.438267,18.621290,0</coordinates></Point>",1078
puerto-plata-dominican-republic,5823,"Puerto Plata, Dominican Republic",measle_white,"<Point><coordinates>-70.691244,19.799317</coordinates></Point>",1686
puerto-plata-dominican-republic,5823,"Puerto Plata, Dominican Republic",measle_white,"<Point><coordinates>-70.691244,19.799317</coordinates></Point>",1078
riohacha-colombia,5807,"Riohacha, Colombia",measle_white,"<Point><coordinates>-72.952718,11.482914</coordinates></Point>",1078
bluefields-nicaragua,5920,"Bluefields, Nicaragua",measle_white,"<Point><coordinates>-83.771462,11.991801</coordinates></Point>",1078
puerto-lempira-honduras,5692,"Puerto Lempira, Honduras",measle_white,"<Point><coordinates>-83.776785,15.261233</coordinates></Point>",1078
trujillo-honduras,5850,"Trujillo, Honduras",measle_white,"<Point><coordinates>-85.954762,15.915139</coordinates></Point>",1078
puerto-cortes-honduras,5851,"Puerto Cortes, Honduras",measle_white,"<Point><coordinates>-87.946070,15.844826,0</coordinates></Point>",1078
puerto-barrios-guatemala,5848,"Puerto Barrios, Guatemala",measle_white,"<Point><coordinates>-88.597241,15.727151</coordinates></Point>",1686
puerto-barrios-guatemala,5848,"Puerto Barrios, Guatemala",measle_white,"<Point><coordinates>-88.597241,15.727151</coordinates></Point>",1078
hillsboro-oregon-united-states,3649,"Hillsboro, Oregon, United States",measle_white,"<Point><coordinates>-123.811189,45.824792</coordinates></Point>",1009
kahe-point-hawaii-united-states,5753,"Kahe Point, Hawaii, United States",measle_white,"<Point><coordinates>-158.130558,21.354003</coordinates></Point>",1009
suva-fiji,4268,"Suva, Fiji",measle_white,"<Point><coordinates>178.437397,-18.123810,0</coordinates></Point>",1687
suva-fiji,4268,"Suva, Fiji",measle_white,"<Point><coordinates>178.437397,-18.123810,0</coordinates></Point>",1682
suva-fiji,4268,"Suva, Fiji",measle_white,"<Point><coordinates>178.437397,-18.123810,0</coordinates></Point>",1009
barcelona-spain,3036,"Barcelona, Spain",measle_white,"<Point><coordinates>2.168536,41.385341</coordinates></Point>",1053
savona-italy,5880,"Savona, Italy",measle_white,"<Point><coordinates>8.483767,44.305555</coordinates></Point>",1302
savona-italy,5880,"Savona, Italy",measle_white,"<Point><coordinates>8.483767,44.305555</coordinates></Point>",1053
mazara-del-vallo-italy,3215,"Mazara del Vallo, Italy",measle_white,"<Point><coordinates>12.591285,37.650089</coordinates></Point>",1065
tel-aviv-israel,3213,"Tel Aviv, Israel",measle_white,"<Point><coordinates>34.769692,32.044623</coordinates></Point>",1065
yeroskipos-cyprus,5811,"Yeroskipos, Cyprus",measle_white,"<Point><coordinates>32.466568,34.766399</coordinates></Point>",1065
el-mdano-canary-islands-spain,5722,"El Médano, Canary Islands, Spain",measle_white,"<Point><coordinates>-16.538584,28.046676</coordinates></Point>",1448
arica-chile,5800,"Arica, Chile",measle_white,"<Point><coordinates>-70.306723,-18.473810,0</coordinates></Point>",1073
punta-carnero-ecuador,5824,"Punta Carnero, Ecuador",measle_white,"<Point><coordinates>-80.914433,-2.272939</coordinates></Point>",1073
baby-beach-aruba,5776,"Baby Beach, Aruba",measle_white,"<Point><coordinates>-69.878696,12.414164</coordinates></Point>",1289
baby-beach-aruba,5776,"Baby Beach, Aruba",measle_white,"<Point><coordinates>-69.878696,12.414164</coordinates></Point>",1073
halifax-nova-scotia-canada,3640,"Halifax, Nova Scotia, Canada",measle_white,"<Point><coordinates>-63.573962,44.645789</coordinates></Point>",1080
lynn-massachusetts-united-states,3683,"Lynn, Massachusetts, United States",measle_white,"<Point><coordinates>-70.950277,42.463661</coordinates></Point>",1080
dublin-ireland,3077,"Dublin, Ireland",measle_white,"<Point><coordinates>-6.248257,53.348031</coordinates></Point>",1080
southport-united-kingdom,3324,"Southport, United Kingdom",measle_white,"<Point><coordinates>-3.006364,53.647933</coordinates></Point>",1080
bude-united-kingdom,4554,"Bude, United Kingdom",measle_white,"<Point><coordinates>-4.544401,50.828110,0</coordinates></Point>",1081
boca-raton-florida-united-states,3563,"Boca Raton, Florida, United States",measle_white,"<Point><coordinates>-80.088945,26.350290,0</coordinates></Point>",1083
san-juan-puerto-rico-united-states,4262,"San Juan, Puerto Rico, United States",measle_white,"<Point><coordinates>-66.106676,18.465821</coordinates></Point>",1727
san-juan-puerto-rico-united-states,4262,"San Juan, Puerto Rico, United States",measle_white,"<Point><coordinates>-66.106676,18.465821</coordinates></Point>",1686
san-juan-puerto-rico-united-states,4262,"San Juan, Puerto Rico, United States",measle_white,"<Point><coordinates>-66.106676,18.465821</coordinates></Point>",1083
fortaleza-brazil,3347,"Fortaleza, Brazil",measle_white,"<Point><coordinates>-38.542968,-3.718836</coordinates></Point>",1083
rio-de-janeiro-brazil,3242,"Rio de Janeiro, Brazil",measle_white,"<Point><coordinates>-43.209568,-22.903397</coordinates></Point>",1083
santos-brazil,3411,"Santos, Brazil",measle_white,"<Point><coordinates>-46.328072,-23.961795</coordinates></Point>",1083
las-toninas-argentina,3330,"Las Toninas, Argentina",measle_white,"<Point><coordinates>-56.695499,-36.472532</coordinates></Point>",1083
valparaso-chile,3331,"Valparaíso, Chile",measle_white,"<Point><coordinates>-71.620492,-33.045775</coordinates></Point>",1083
arica-chile,5800,"Arica, Chile",measle_white,"<Point><coordinates>-70.306723,-18.473810,0</coordinates></Point>",1083
lurin-peru,5930,"Lurin, Peru",measle_white,"<Point><coordinates>-76.874298,-12.278500,0</coordinates></Point>",1083
puerto-san-jose-guatemala,5849,"Puerto San Jose, Guatemala",measle_white,"<Point><coordinates>-90.822240,13.934573,0</coordinates></Point>",1083
puerto-barrios-guatemala,5848,"Puerto Barrios, Guatemala",measle_white,"<Point><coordinates>-88.597241,15.727151</coordinates></Point>",1083
puerto-limon-costa-rica,5810,"Puerto Limon, Costa Rica",measle_white,"<Point><coordinates>-83.037674,9.988579</coordinates></Point>",1071
vero-beach-florida-united-states,3813,"Vero Beach, Florida, United States",measle_white,"<Point><coordinates>-80.394267,27.638375</coordinates></Point>",1645
vero-beach-florida-united-states,3813,"Vero Beach, Florida, United States",measle_white,"<Point><coordinates>-80.394267,27.638375</coordinates></Point>",1069
nassau-bahamas,4230,"Nassau, Bahamas",measle_white,"<Point><coordinates>-77.340264,25.067088</coordinates></Point>",1069
eight-mile-rock-bahamas,5783,"Eight-Mile Rock, Bahamas",measle_white,"<Point><coordinates>-78.802861,26.539645</coordinates></Point>",1069
mazatln-mexico,3470,"Mazatlán, Mexico",measle_white,"<Point><coordinates>-106.421891,23.199510,0</coordinates></Point>",1072
fort-amador-panama,5925,"Fort Amador, Panama",measle_white,"<Point><coordinates>-79.546757,8.934087</coordinates></Point>",1072
puerto-cabezas-nicaragua,5921,"Puerto Cabezas, Nicaragua",measle_white,"<Point><coordinates>-83.393924,14.021585</coordinates></Point>",1078
okinawa-japan,5886,"Okinawa, Japan",measle_white,"<Point><coordinates>127.680585,26.212399</coordinates></Point>",1146
tanguisson-point-guam,3251,"Tanguisson Point, Guam",measle_white,"<Point><coordinates>144.809288,13.549124</coordinates></Point>",1757
tanguisson-point-guam,3251,"Tanguisson Point, Guam",measle_white,"<Point><coordinates>144.809288,13.549124</coordinates></Point>",1146
chongming-china,5802,"Chongming, China",measle_white,"<Point><coordinates>121.395237,31.619916</coordinates></Point>",1786
chongming-china,5802,"Chongming, China",measle_white,"<Point><coordinates>121.395237,31.619916</coordinates></Point>",1617
chongming-china,5802,"Chongming, China",measle_white,"<Point><coordinates>121.395237,31.619916</coordinates></Point>",1146
shantou-china,5803,"Shantou, China",measle_white,"<Point><coordinates>116.675512,23.354588</coordinates></Point>",1146
fangshan-taiwan,5980,"Fangshan, Taiwan",measle_white,"<Point><coordinates>120.662132,22.249218</coordinates></Point>",1146
bandon-oregon-united-states,3554,"Bandon, Oregon, United States",measle_white,"<Point><coordinates>-124.408259,43.118544</coordinates></Point>",1794
bandon-oregon-united-states,3554,"Bandon, Oregon, United States",measle_white,"<Point><coordinates>-124.408259,43.118544</coordinates></Point>",1146
chikura-japan,5885,"Chikura, Japan",measle_white,"<Point><coordinates>139.954603,34.976653</coordinates></Point>",1794
chikura-japan,5885,"Chikura, Japan",measle_white,"<Point><coordinates>139.954603,34.976653</coordinates></Point>",1146
fortaleza-brazil,3347,"Fortaleza, Brazil",measle_white,"<Point><coordinates>-38.542968,-3.718836</coordinates></Point>",1148
cayenne-french-guiana,5575,"Cayenne, French Guiana",measle_white,"<Point><coordinates>-52.321087,4.941316</coordinates></Point>",1148
le-lamentin-martinique,5905,"Le Lamentin, Martinique",measle_white,"<Point><coordinates>-61.094276,14.615530,0</coordinates></Point>",1290
le-lamentin-martinique,5905,"Le Lamentin, Martinique",measle_white,"<Point><coordinates>-61.094276,14.615530,0</coordinates></Point>",1148
miramar-puerto-rico-united-states,5762,"Miramar, Puerto Rico, United States",measle_white,"<Point><coordinates>-66.082897,18.453419</coordinates></Point>",1227
